x,y_true,y_sampled
2.1085067,-2.009236,-5.643944
4.72486,-0.67056644,0.03692484
4.4603415,-0.9362526,-2.3827147
5.583326,7.6804566,-1.0312049
3.8587098,-0.41476005,-0.527696
3.97095,-6.23234,0.3356595
5.0280476,-1.2681154,3.521242
4.81141,-0.0017280579,2.9152873
4.441766,0.39518774,-0.036967397
4.87691,3.7567728,1.8918908
5.353086,6.172056,1.2955806
4.3259344,-0.21701479,-4.973159
2.9124823,-0.6398025,-11.501409
3.9379594,-7.364083,0.35034943
3.5304098,-9.627048,-10.130407
2.513373,0.9790806,0.879591
4.526241,-1.1390436,0.15754867
3.8076673,-2.0975764,-8.071563
4.1650705,0.66603583,0.30942202
2.674905,-7.7997074,-7.2117605
3.4213703,-1.2423614,1.4664857
5.194685,3.4266448,4.2884865
2.8561459,1.4338193,0.6956706
5.122361,5.397678,3.8239725
1.8038335,-1.951731,-3.3795924
3.217515,-0.059492283,-2.347115
3.9100955,0.9238433,-1.3086271
3.7331648,-9.81904,-7.046814
2.681727,-9.628079,-8.978289
5.38877,-1.6006458,-0.7145524
3.6099405,-8.658549,-0.3236432
3.627918,1.2624431,-8.545889
2.897632,-10.288377,-9.153555
4.98544,-0.016198112,2.3588922
2.9577413,0.7952881,-10.915092
3.4227748,-1.2679899,-8.766746
3.5880637,-0.2344332,0.334728
5.3051486,-0.35509267,6.5866413
3.6984034,0.028370231,-2.115147
2.7617269,-8.899913,-10.417975
2.5933256,-9.113169,-8.822836
2.777347,-7.4295607,-9.075505
3.4448047,-10.651619,-7.976125
5.0737553,1.8821081,-0.036697745
4.8832836,-0.0750168,0.13559508
3.4922206,-8.452023,1.440211
2.7271242,1.3111473,-8.27416
3.1322474,1.2725941,-8.805059
6.5337763,0.98761714,-1.0191631
3.5687184,0.7261374,0.5446055
5.520314,7.4639277,6.8908205
3.8417692,-7.6883955,-0.8086549
3.7689016,1.2265257,-8.48305
3.0642233,1.9284871,-0.69803965
3.7545192,0.9037065,-8.72731
5.1790905,5.497182,-0.8551526
3.3453097,1.0669777,-10.882713
4.7146454,0.6181487,-0.25823486
2.762163,0.52565265,-9.161327
5.410726,-0.10197493,4.8953133
4.870756,2.1288335,1.724278
3.099318,0.55822104,-8.988978
5.0951376,3.7714224,-1.3395512
4.850355,1.3794037,1.9988463
4.254605,1.8691336,-5.6726975
2.4004445,0.89983,-0.099698424
3.6132257,0.5579857,-10.157199
3.6344254,-10.715662,-9.659306
2.5508604,-7.804432,-2.4065764
3.692849,-0.29929182,-7.351001
4.2532134,-0.29820076,0.40390253
6.6851263,8.976797,0.27314305
6.4225154,-2.0444524,9.381316
3.655685,2.2665164,-0.58132946
4.278697,-0.20249067,0.09538746
5.155714,-1.2539265,4.3602495
4.048531,-5.6398787,-1.0942492
3.0541363,-0.4085636,-0.24431932
5.0578766,3.2010338,3.739085
5.418026,0.9030059,6.345255
3.2972023,0.07906352,-10.721376
4.465772,-3.650462,-3.5913997
5.2855096,5.539645,4.948127
4.590541,-1.3856597,-0.265473
4.6835213,-0.8518661,-0.048740268
4.3205194,0.386643,-4.8097067
3.721582,0.0898938,-8.368293
3.332696,-10.389712,-10.833155
5.228821,-0.8924443,3.5912802
3.9511642,-6.777977,-7.1310196
3.0533283,-9.0482025,0.16508746
4.8546467,-0.07169822,0.3018515
5.9879026,8.80668,-1.1349175
3.0305152,-12.194785,-9.585043
3.5690882,0.27629358,-8.586915
3.140175,-11.224481,-0.59461856
4.213404,-6.3147583,0.091282845
3.742794,0.6571033,-1.3708631
4.1375647,0.0104294475,-6.170004
4.3073387,-0.29384154,-0.36416912
2.8321357,-9.584248,-9.718399
3.1515756,1.001145,-12.761335
1.9403832,-0.6331533,0.22319007
4.303919,-5.8727665,-0.539713
5.7817197,8.148694,-1.4202816
5.1019864,1.2456758,0.23960805
5.040882,4.5437994,-0.27062476
5.440524,0.63493156,4.941493
4.7078266,0.5701766,-1.4356046
5.658222,5.4534845,7.474962
3.4118094,-8.400395,-10.050975
5.1219897,-0.77657795,-0.11973643
3.8820097,0.7811479,-0.40094328
4.3108525,1.2636784,-4.7911625
2.7634048,-7.8386555,-10.082853
4.7691183,0.96515185,0.57036614
4.5804815,-0.21369538,-0.7683345
3.9368002,-7.0754347,-0.120946884
5.20885,1.7526557,5.4188814
2.1513197,-5.393749,-4.391296
4.9990816,-0.96099645,3.7267869
3.8893764,0.63141495,-7.5494356
2.340098,0.4727507,-4.9466543
4.6932645,-1.2062376,1.1104133
3.5659945,1.049335,1.4524932
3.168704,0.23599485,0.7626784
4.934527,-0.6825904,1.3532703
3.8208585,-6.4159713,-7.70627
4.331051,-3.3798966,-6.120412
3.6752527,-0.47337347,-8.882169
4.210141,-1.3222555,-7.632969
4.448582,-0.22246091,0.6849363
3.2361624,-0.6855745,-7.8120995
3.4898312,-1.8246677,-10.536618
3.7092574,-8.6995,-5.8354
5.5073195,7.6979585,6.84431
5.2196884,5.0740695,-2.0356176
3.8568513,0.942979,-1.006948
2.9167538,-10.781762,-0.36819267
2.4363403,-0.15663418,-8.594954
3.357634,-9.3540745,-9.684851
3.9703474,1.3507662,-7.389637
3.0152717,0.04440129,-9.905499
2.8834028,0.75451815,-1.8484381
4.466834,-2.169564,-2.7201443
4.5258656,-1.1539631,-0.5096656
4.890816,2.0684714,1.3352184
1.7735183,-1.7872286,-1.4894017
5.4279737,0.45962226,0.04865575
2.15521,-4.647653,-5.2639956
2.8893404,-9.800446,-10.461384
4.952032,-0.33023435,0.44690704
4.0431237,-6.217632,1.2192631
3.3594468,0.74308485,-0.41316557
4.3361626,-6.5416484,-1.6431322
5.4757614,5.820534,-0.85955405
4.0914288,0.47233337,-6.7427425
2.6102371,0.9024355,-1.7622374
7.2902975,5.544089,5.580243
4.456383,-0.2004805,-1.05583
3.7998967,-7.929839,0.35094023
5.772854,7.028721,0.19093847
3.2822084,-0.9936302,-1.2286959
3.7218022,-7.862667,-9.360956
2.8394456,0.79461145,-1.0073832
3.6501684,0.050668217,-0.026059985
3.4990053,-0.3653432,-10.407861
3.2708359,-10.804455,-11.343049
3.602585,-8.842894,-9.860489
4.027395,-0.0067976825,-6.4266615
4.9260817,1.3994486,2.20356
4.35547,-1.7280482,1.319221
6.2295294,9.591287,-0.22479367
3.7619905,-8.106,-9.603134
3.031067,-9.4007015,0.69231105
4.937518,1.1389006,2.0793884
4.7856874,0.99627936,1.3586931
5.993677,10.058466,8.198725
3.5499768,-9.358767,-10.633554
3.808876,-0.059753314,0.15258002
2.6987977,0.85407746,-9.174032
5.5835967,0.31500584,1.1160386
4.75244,1.8266639,-0.20537543
3.0697172,-0.4682747,1.3501511
3.80428,-1.0979319,0.7357371
4.820992,-1.6174291,2.322644
3.0025048,-10.125295,0.060423374
4.613657,0.83344567,-0.07553887
4.9353275,3.1741912,2.0150268
2.614846,-10.37155,-0.09487486
5.0360303,2.1476746,3.797416
4.2748437,-3.2921412,-2.6735086
4.0327396,-5.691238,0.48604178
5.5623393,8.17076,0.047879696
3.546053,-8.75585,-7.082077
4.3135123,0.5361237,-3.0555289
3.3848925,-11.06252,0.48127985
3.302581,-0.80858654,-9.442818
2.1203055,0.07889746,-5.0751686
3.7540908,-0.18908958,-0.24706185
4.2318497,-4.3330417,-1.6039212
3.4665325,-10.854296,-6.634678
3.503675,-7.621699,1.163811
3.1200595,-9.587426,-0.49212694
4.8047223,-0.31494725,0.2938106
2.9149368,-0.25935102,-9.734155
5.0114064,0.7835413,0.42850304
5.1056213,-0.770789,-0.7102995
3.8625476,-8.362126,-7.2120485
2.0347319,-3.005345,-4.7996683
3.4129252,-8.805714,-0.33558428
4.8076873,0.5198483,1.7697425
3.0177107,0.2580352,-0.34021688
4.185304,-1.5168645,1.0494387
5.39459,5.739017,-1.9069372
4.626344,-1.0499537,-0.98966277
3.3898265,-11.267817,-9.528623
5.062191,3.1984131,3.972058
4.24717,-3.0773892,-4.628082
4.839858,-0.17640336,-0.5362576
3.146759,-0.13332215,-9.216195
2.6645083,1.5383394,-10.162657
4.111994,-5.322342,-0.8421881
4.85397,0.7946721,1.0868464
4.2851696,-2.988482,0.17587686
2.6853824,0.71407455,-9.270928
3.4202437,-9.849582,0.034772873
3.8814027,0.5218085,-7.9718437
4.134705,-0.83711,1.8813696
4.5091147,-2.1400928,-0.28178322
2.5241394,0.6352105,-8.65009
5.244255,-0.67786074,-0.6823081
3.2435393,-10.128698,-10.031128
4.2140226,-4.2062016,-0.8406162
2.0136847,-2.660184,-0.23752034
4.8733587,-0.44149193,-0.5219356
